,doty,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,datetime
2626,169,9,60,122,10,21,200,89,29.2,989.3,17.7,0,0.6,18-06-2013 09:00
2627,169,10,67,111,9,16,891,127.91,29.8,988.9,16.2,0,1.8,18-06-2013 10:00
2628,169,11,62,112,11,21,1100,142,31.4,988.1,14.5,0,3.2,18-06-2013 11:00
2629,169,12,47,34,10,21,1000,146,32.5,986.8,14.1,0,3.1,18-06-2013 12:00
2630,169,13,47,70,10,21,1000,146,32.9,986,14,0,1.7,18-06-2013 13:00
2631,169,14,7,29,8,22,600,162,32.7,986.1,14.8,0,1.5,18-06-2013 14:00
2632,169,15,45,118,10,30,600,160,31.6,986,14.7,0,1.2,18-06-2013 15:00
2633,169,16,40,86,10,32,500,162,31.2,986.4,14.8,0,0.8,18-06-2013 16:00
2634,169,17,49,106,11,34,500,154,29.8,987.4,17.3,0,2,18-06-2013 17:00
2635,169,18,60,172,11,41,500,144,28.5,988.7,17.4,0,3.4,18-06-2013 18:00
2636,169,19,99,151,11,41,500,141,27.8,989.5,16.7,0,2.7,18-06-2013 19:00
2637,169,20,3,102,13,44,400,151,27.3,990.5,16.6,0,3.1,18-06-2013 20:00
2638,169,21,82,107,18,50,200,143,25.4,991.3,17.6,0,1,18-06-2013 21:00
2639,169,22,76,98,18,52,100,123,24.3,992,18.2,0,0.7,18-06-2013 22:00
2640,169,23,3,87,11,39,200,102,23.9,993,16.9,0,0.5,18-06-2013 23:00
2641,170,0,32,68,21,43,900,57,22.7,993.2,18.7,0,0.9,19-06-2013 00:00
2642,170,1,42,143,22,31,1200,48,22.8,993.5,18.1,0,0.8,19-06-2013 01:00
2643,170,2,51,109,17,15,1300,61,21.7,993.4,18.3,0,0.5,19-06-2013 02:00
2644,170,3,74,127,12,9,1399,56,21,993.6,19.3,0,0.8,19-06-2013 03:00
2645,170,4,54,67,4,5,1300,51,21,993.9,19.1,0,0.4,19-06-2013 04:00
2646,170,5,56,83,3,9,1399,38,21.6,994.4,19.3,0,0.4,19-06-2013 05:00
2647,170,6,58,92,6,29,1600,20,23.8,994.8,19.1,0,1,19-06-2013 06:00
2648,170,7,39,68,7,19,1300,32,25.6,995.1,18.8,0,1.2,19-06-2013 07:00
2649,170,8,38,50,8,10,1300,46,27.7,995.1,18.1,0,1,19-06-2013 08:00
2650,170,9,40,43,11,5,1200,64,29.5,995,16.7,0,1.6,19-06-2013 09:00
2651,170,10,26,29,15,6,1200,82,31.1,994.6,15.5,0,0.6,19-06-2013 10:00
2652,170,11,28,30,13,2,1000,98,32.3,994.2,14.4,0,1.9,19-06-2013 11:00
2653,170,12,23,23,13,14.648547,800,107,33.6,993.6,14.6,0,1,19-06-2013 12:00
2654,170,13,23,9,13,14.793381,704,106.6716,34.4,993.1,13.3,0,1.6,19-06-2013 13:00
2655,170,14,3,6,9,13,500,108,34.5,992.8,12.8,0,1.2,19-06-2013 14:00
2656,170,15,30,37,9,26,300,100,35.2,992.5,13.9,0,1.5,19-06-2013 15:00
2657,170,16,30,37,9,26,380,104.7438,34.3,992.4,12.6,0,1.4,19-06-2013 16:00
2658,170,17,29,60,8,29,500,161,32.9,992.9,14,0,1.7,19-06-2013 17:00
2659,170,18,18,86,4,21,900,158,31,993.4,18.7,0,0.4,19-06-2013 18:00
2660,170,19,13,153,3,16,600,150,29,993.5,15.5,0,1.3,19-06-2013 19:00
2661,170,20,16,141,3,20,700,113,27.9,994.2,15.9,0,1.2,19-06-2013 20:00
2662,170,21,25,170,3,10,700,93,26.8,994.8,17.3,0,0.9,19-06-2013 21:00
2663,170,22,32,46,3,14,800,86,25.6,995.1,16.7,0,1.4,19-06-2013 22:00
2664,170,23,21,29,3,25,800,73,24.8,995.3,17,0,0.5,19-06-2013 23:00
2665,171,0,26,76,3,7,800,88,24.2,995.5,17,0,0.6,20-06-2013 00:00
2666,171,1,32,49,3,6,700,77,23.6,995.7,17.1,0,0.9,20-06-2013 01:00
2667,171,2,22,23,3,12,700,79,23.3,996.2,17.5,0,0.6,20-06-2013 02:00
2668,171,3,22,23,3,12,700,79,22.6,996.3,17.9,0,0.6,20-06-2013 03:00
2669,171,4,23,43,3,7,700,83,22.3,996.7,18.3,0,0.7,20-06-2013 04:00
2670,171,5,23,46,3,18,700,82,23.2,997.2,18.5,0,0.5,20-06-2013 05:00
2671,171,6,23,46,3,18,670,64.9026,23,998,19,0,0.7,20-06-2013 06:00
2672,171,7,21,78,3,13,1100,52,24.4,998.6,19.2,0,0.5,20-06-2013 07:00
2673,171,8,23,88,3,12,900,52,27,998.9,17.8,0,1.1,20-06-2013 08:00
2674,171,9,19,48,8,15,900,57,28.8,999,17.7,0,1.6,20-06-2013 09:00
2675,171,10,17,57,11,12,800,49,29.9,998.9,16,0,1.5,20-06-2013 10:00
2676,171,11,17,57,4,16.17318,1000,81,31,998.7,13.3,0,1.8,20-06-2013 11:00
2677,171,12,31.85,6,17,20.088687,600,87,30.6,998.8,12.9,0,1.5,20-06-2013 12:00
2678,171,13,17.99,20,3,10.97954,1000,72,30.4,998.6,15.3,0,0.9,20-06-2013 13:00
2679,171,14,37.79,41,3,13.72,1000,58,30.5,998.6,18.2,0,0.7,20-06-2013 14:00
2680,171,15,108.764,126,5,5,1100,55,28.6,998.9,19,0,1.1,20-06-2013 15:00
2681,171,16,84.15,96,3,17.26,1000,51,27.5,998.9,18.2,0,1.4,20-06-2013 16:00
2682,171,17,76.35,99,3,6,1100,40,27.2,998.9,18.2,0,1.2,20-06-2013 17:00
2683,171,18,73.72,96,3,8,1100,48,26.8,999.3,17.6,0,0.9,20-06-2013 18:00
2684,171,19,56.42,64,3,8,1200,71,25.8,999.6,18.2,0,0.7,20-06-2013 19:00
2685,171,20,27.52,27,3,4,1100,65,24.8,1000.2,18,0,0.7,20-06-2013 20:00
2686,171,21,78.8,101,3,27,1200,49,24.4,1000.8,18.6,0,0.6,20-06-2013 21:00
2687,171,22,79.84,101,3,27,1200,49,23.7,1001,18.8,0,0.6,20-06-2013 22:00
2688,171,23,112.99,139,10,15,1600,35,23,1000.8,18.3,0,0.8,20-06-2013 23:00
2689,172,0,48.82,57,4,5,1300,28,22.5,1000.7,18.7,0,0.8,21-06-2013 00:00
2690,172,1,64.12,73,4,6,1399,24,21.7,1000.8,18.3,0,1,21-06-2013 01:00
2691,172,2,101.5,110,4,12,1600,18,20.7,1000.8,17.9,0,0.8,21-06-2013 02:00
2692,172,3,44.36,47,3,17.74,1200,22,20.2,1000.9,18,0,0.8,21-06-2013 03:00
2693,172,4,104.42,128,3,3,1300,17,20.2,1001,17.8,0,0.5,21-06-2013 04:00
2694,172,5,106.33,114,4,8,1399,17,20.8,1001.4,18.2,0,0.7,21-06-2013 05:00
2695,172,6,69.24,87,3,4,1300,15,22.4,1001.7,18.6,0,0.6,21-06-2013 06:00
2696,172,7,55.69,83,4,4,1300,18,25,1001.7,18,0,0.7,21-06-2013 07:00
2697,172,8,78.93,90,9,15,1500,24,27.7,1001.7,17.8,0,0.9,21-06-2013 08:00
2698,172,9,7,170,20,36,1899,47,28.8,1001.3,16.4,0,0.9,21-06-2013 09:00
2699,172,10,3,160,19,18,1700,73,30.5,1001,16.1,0,1.3,21-06-2013 10:00
2700,172,11,3,81,19,18,1700,73,31.6,1000.5,16,0,1,21-06-2013 11:00
2701,172,12,3,81,16,2,1500,97,32.5,999.9,17.2,0,1.5,21-06-2013 12:00
2702,172,13,31,66,12,17,716,119,30.9,999.5,16.5,0,1.3,21-06-2013 13:00
2703,172,14,3,40,12,18,500,121,31.9,999,15.4,0,1.9,21-06-2013 14:00
2704,172,15,23,107,13,21.862653,600,132,30.2,999.1,15.1,0,1.8,21-06-2013 15:00
2705,172,16,21,99,6,25,500,130,28.6,999.2,16.5,0,2.3,21-06-2013 16:00
2706,172,17,34,125,3,29,400,97,27.8,999,17.3,0,0.7,21-06-2013 17:00
2707,172,18,34,125,3,29,400,97,27,999.1,17.5,0,1.2,21-06-2013 18:00
2708,172,19,53,158,6,50,600,77,26.3,999.2,17.6,0,1.2,21-06-2013 19:00
2709,172,20,47,176,6,49,700,65,25.7,999.7,17.1,0,0.5,21-06-2013 20:00
2710,172,21,47,132,5,51,700,51,25,1000.1,17,0,1.2,21-06-2013 21:00
2711,172,22,47,113,5,46,700,41,24.4,1000.4,16.6,0,0.8,21-06-2013 22:00
2712,172,23,37,134,6,50,700,30,23.8,1000.5,16.1,0,0.9,21-06-2013 23:00
2713,173,0,21,75,6,43,600,28,23.2,1000.4,15.5,0,0.8,22-06-2013 00:00
2714,173,1,18,82,6,43,500,26,23,1000.2,15.8,0,0.8,22-06-2013 01:00
2715,173,2,33,98,5,36,500,28,22.5,999.7,16.3,0,0.8,22-06-2013 02:00
2716,173,3,25,80,8,30,400,32,21.7,999.7,17.1,0,1.2,22-06-2013 03:00
2717,173,4,37,64,5,19,400,40,21.6,999.8,17.2,0,0.9,22-06-2013 04:00
2718,173,5,33,116,3,22,400,27,21.3,1000.4,17.7,0,1.1,22-06-2013 05:00
2719,173,6,47,110,4,33,500,21,20.6,1000.8,20.6,0.3,0.8,22-06-2013 06:00
2720,173,7,32,134,3,33,600,14,20.9,1001.4,20.9,0.8,0.5,22-06-2013 07:00
2721,173,8,35,119,3,28,600,13,20.9,1001.2,20.9,0.8,0.8,22-06-2013 08:00
2722,173,9,34,92,3,12,500,13,21.3,1001.5,21.3,1.1,0.9,22-06-2013 09:00
2723,173,10,47,67,3,10,500,19,21.5,1001.3,21.5,0.4,0.9,22-06-2013 10:00
2724,173,11,38,62,3,21,600,22,21.8,1000.9,21.8,0.3,1.2,22-06-2013 11:00
2725,173,12,45,71,3,31,600,30,21.6,1000,21.6,0,1,22-06-2013 12:00
2726,173,13,52,80,3,34,600,22,21.7,999.5,21.7,0,1.3,22-06-2013 13:00
2727,173,14,52,80,3,34,600,22,21.9,999.1,21.7,0,0.6,22-06-2013 14:00
2728,173,15,33,55,3,17,500,47,22.1,998.8,21.3,0,1.1,22-06-2013 15:00
2729,173,16,44,69,3,19,500,47,22.4,998.2,21.4,0,0.9,22-06-2013 16:00
2730,173,17,44,69,3,19,500,47,22.6,998.1,20.7,0,1,22-06-2013 17:00
2731,173,18,30,55,4,22,500,44,22.1,998.2,21.9,0,1,22-06-2013 18:00
2732,173,19,27,56,3,26,500,33,21.4,998.1,21.4,0,0.7,22-06-2013 19:00
2733,173,20,30,54,3,28,500,30,20.9,998.8,20.9,0,0.6,22-06-2013 20:00
2734,173,21,30,101,3,26,500,13,20.3,998.9,20.3,0,0.8,22-06-2013 21:00
2735,173,22,18,40,3,20,400,11,20.1,998.6,20.1,0,0.8,22-06-2013 22:00
2736,173,23,9,29,3,3,300,11,20,998.5,20,0,0.6,22-06-2013 23:00
2737,174,0,27,56,3,34,500,2,20.1,998.1,20.1,0,0.8,23-06-2013 00:00
2738,174,1,32,42,3,65,600,2,19.7,997.7,19.7,0,0.7,23-06-2013 01:00
2739,174,2,18,45,3,15,400,2,19.6,997.4,19.6,0,0.7,23-06-2013 02:00
2740,174,3,14,24,3,12,400,2,19.2,997.1,19.2,0,0.5,23-06-2013 03:00
2741,174,4,10,25,3,21,500,2,19,997,19,0,0.6,23-06-2013 04:00
2742,174,5,16,26,3,30,400,2,19.3,996.9,19.3,0,0.5,23-06-2013 05:00
2743,174,6,13,36,3,24,300,8,21.3,996.6,16.9,0,0.9,23-06-2013 06:00
2744,174,7,13,48,3,21,400,12,22.9,996.5,17.4,0,0.8,23-06-2013 07:00
2745,174,8,13,48,3,22,390,26.9892,24.3,996.2,17.3,0,1,23-06-2013 08:00
2746,174,9,14,48,3,8,400,39,26.1,995.9,16.6,0,1,23-06-2013 09:00
2747,174,10,3,31,4,11,400,51,27.5,995.5,14.8,0,0.9,23-06-2013 10:00
2748,174,11,3,35,3,5,400,70,28.6,994.7,16.5,0,0.9,23-06-2013 11:00
2749,174,12,3,35,3,5,400,70,29.6,994,15.7,0,1.5,23-06-2013 12:00
2750,174,13,3,24,3,5.69159,300,94,30.9,993.2,14.5,0,1.7,23-06-2013 13:00
2751,174,14,11,14,3,4.74,300,104,31.4,992.8,13.6,0,2.3,23-06-2013 14:00
2752,174,15,3,24,3,4,300,114,31.6,992.1,14.3,0,1.5,23-06-2013 15:00
2753,174,16,19,25,3,5,300,133,31.2,991.9,13.9,0,1.4,23-06-2013 16:00
2754,174,17,12,81,4,17,400,146,30.4,992.1,12.8,0,0.9,23-06-2013 17:00
2755,174,18,3,14,3,12,300,146,28.3,992.4,14.9,0,0.7,23-06-2013 18:00
2756,174,19,27,105,3,16,400,142,25.8,992.9,15.8,0,0.9,23-06-2013 19:00
2757,174,20,28,138,3,28,500,137,24.9,993.7,15.5,0,0.7,23-06-2013 20:00
2758,174,21,66,220,4,48,700,120,24.2,994.3,16.7,0,0.8,23-06-2013 21:00
2759,174,22,46,179,3,48,700,93,23,994.3,19,0,0.5,23-06-2013 22:00
2760,174,23,37,123,3,45,600,57,22.7,994.9,19.1,0,0.7,23-06-2013 23:00
2761,175,0,79,168,3,38,600,47,23.2,995,18.3,0,0.5,24-06-2013 00:00
2762,175,1,216,226,5,44,1000,46,22.1,994.4,19.3,0,0.8,24-06-2013 01:00
2763,175,2,312,353,5,40,1600,39,21.2,994.3,20.5,0,0.7,24-06-2013 02:00
2764,175,3,266,386,8,39,2063.88,53.87,20.6,994.3,20.6,0,0.9,24-06-2013 03:00
2765,175,4,128,248,6,39,1800,39,20.7,994.4,20.7,0,0.5,24-06-2013 04:00
2766,175,5,235,237,4,31,1600,33,20.6,994.5,20.6,0,0.8,24-06-2013 05:00
2767,175,6,141,270,5,33,2100,33,22.2,995,20.7,0,1.3,24-06-2013 06:00
2768,175,7,217,238,5,33,2100,33,23.4,995.2,20.9,0,0.8,24-06-2013 07:00
2769,175,8,198,267,8,24,2100,48,24.4,995.6,19.9,0,0.7,24-06-2013 08:00
2770,175,9,167,234,7,16,1800,64,25.5,994,19.2,0,1.8,24-06-2013 09:00
2771,175,10,163,208,6,14,1600,75,26.4,994.8,19.8,0,1.1,24-06-2013 10:00
2772,175,11,149,179,7,10,1300,93,27.1,994.6,19.2,0,1,24-06-2013 11:00
2773,175,12,112,144,7,9,1200,124,27.6,994.2,19.9,0,0.9,24-06-2013 12:00
2774,175,13,143,183,7,10,1200,131,27.5,993.4,20.1,0,0.8,24-06-2013 13:00
2775,175,14,176,215,9,11,1399,142,27.7,992.7,20,0,1,24-06-2013 14:00
2776,175,15,199,267,9,16,1600,147,27.4,992,19.7,0,1.2,24-06-2013 15:00
2777,175,16,275,350,10,22,2200,143,27.5,991.4,19.8,0,1.1,24-06-2013 16:00
2778,175,17,237,340,13,24,2299,148,25,991.6,24.7,2.1,1.4,24-06-2013 17:00
2779,175,18,220,337,13,32,2000,142,23.4,992.3,23.4,1.4,1.7,24-06-2013 18:00
2780,175,19,218,347,7,42,2000,110,21.8,992,21.8,3,1.4,24-06-2013 19:00
2781,175,20,37,51,3,13,1200,104,21.5,992.8,21.5,0.3,0.8,24-06-2013 20:00
2782,175,21,71,51,3,14,1000,86,21.7,994.1,21.7,0,1.7,24-06-2013 21:00
2783,175,22,25,52,3,7,1000,90,21.2,994,21.2,0,0.8,24-06-2013 22:00
2784,175,23,3,52,3,3,1000,89,20.5,993.5,20.5,0,0.9,24-06-2013 23:00
2785,176,0,10,4,3,3,1000,71,20.2,993.6,20.2,0,1.3,25-06-2013 00:00
2786,176,1,3,6,3,4,900,66,19.9,993.2,19.9,0,1,25-06-2013 01:00
2787,176,2,3,29,3,9.31,1000,60,20.2,994.1,20.2,0,0.6,25-06-2013 02:00
2788,176,3,14,53,3,14.052717,1000,53,20.1,993.4,20.1,0,0.4,25-06-2013 03:00
2789,176,4,4,53,3,12.376689,900,50,20.3,992.5,20.3,0,0.6,25-06-2013 04:00
2790,176,5,3,21,3,8.43,900,49,20.6,992.2,20.6,0,0.6,25-06-2013 05:00
2791,176,6,3,20,3,7,1000,43,20.9,992.6,20.9,0,0.7,25-06-2013 06:00
2792,176,7,7,43,3,5,1000,35,21.2,992.7,21.2,0,0.7,25-06-2013 07:00
2793,176,8,7,43,3,5,1000,35,21,992.7,21,0,0.7,25-06-2013 08:00
2794,176,9,22,80,3,6,1200,50,21.4,992.8,21.4,0,0.7,25-06-2013 09:00
2795,176,10,40,58,3,4,1300,53,22.6,992.6,22.6,0,0.6,25-06-2013 10:00
2796,176,11,98,59,7,12,1399,54,22.7,992.4,21.7,0,0.5,25-06-2013 11:00
2797,176,12,98,114,7,12,1399,54,22.7,992,22.4,0,1.2,25-06-2013 12:00
2798,176,13,91,113,11,14,1500,57,22.7,991.6,21.7,0,1.5,25-06-2013 13:00
2799,176,14,92,137,10,6,1600,52,22.9,991.1,21.2,0,0.9,25-06-2013 14:00
2800,176,15,120,168,11,13,1600,53,23,990,21.4,0,0.6,25-06-2013 15:00
2801,176,16,122,188,13,18,1800,50,22.6,989.5,22.6,0,1.2,25-06-2013 16:00
2802,176,17,118,222,12,22,2000,43,22,991.4,22,0.1,1.7,25-06-2013 17:00
2803,176,18,137,240,10,21,2399,41,20,991.3,20,2.9,2.2,25-06-2013 18:00
2804,176,19,8,98,5,17,2100,38,20.2,989.5,20.2,1.6,1.8,25-06-2013 19:00
2805,176,20,8,98,3,11,1100,54,19.6,989.6,19.6,0,1.1,25-06-2013 20:00
2806,176,21,5,5,3,9,1000,52,19,990.5,19,0,1.3,25-06-2013 21:00
2807,176,22,3,6,3,9,900,40,19.5,991,19.5,0,1.1,25-06-2013 22:00
2808,176,23,3,45,3,18,1100,23,19.7,991.2,19.7,0,1.2,25-06-2013 23:00
2809,177,0,10,79,3,9,1300,22,19.9,990.4,19.9,0.1,0.7,26-06-2013 00:00
2810,177,1,10,12,3,10.14424,1100,24,19.7,990.1,19.7,0,0.6,26-06-2013 01:00
2811,177,2,5,59,3,16,1300,12,19.5,989.2,19.5,0,1.3,26-06-2013 02:00
2812,177,3,22,59,3,20.68,900,25,19.7,989.7,19.7,0,0.7,26-06-2013 03:00
2813,177,4,24,71,3,14,1100,11,19.5,989.7,19.5,0,0.9,26-06-2013 04:00
2814,177,5,25,41,3,4,1100,14,20,989.8,20,0,0.5,26-06-2013 05:00
2815,177,6,14,44,3,10.82,1100,10,20.6,989.6,20.6,0,0.5,26-06-2013 06:00
2816,177,7,38,48,3,11,1200,9,21.5,989.7,21.5,0,0.8,26-06-2013 07:00
2817,177,8,50,81,5,33,1399,7,23.4,989.5,20.7,0,0.6,26-06-2013 08:00
2818,177,9,50,117,8,17,1300,20,24.6,989.3,21.5,0,1,26-06-2013 09:00
2819,177,10,146,231,7,13,1700,31,25.9,989.3,20.7,0,1.3,26-06-2013 10:00
2820,177,11,130,193,6,14,1299.95,61,27.2,988.8,20.5,0,2.2,26-06-2013 11:00
2821,177,12,108,187,6,9,1600,85,28,988.1,21.1,0,2.3,26-06-2013 12:00
2822,177,13,152,194,4,8,1500,102,28.7,987.3,21,0,3.4,26-06-2013 13:00
2823,177,14,135,217,4,10,1500,125,28.7,986.8,22,0,1.5,26-06-2013 14:00
2824,177,15,167,189,4,25,1500,183,29.9,986.3,21,0,1.6,26-06-2013 15:00
2825,177,16,142,204,5,21,1399,184,30,986,20.6,0,1.4,26-06-2013 16:00
2826,177,17,133,207,4,27,1500,202,30.3,986.1,21.4,0,1.1,26-06-2013 17:00
2827,177,18,77,216,5,29,1100,179,25.8,987.4,17.4,0,4.5,26-06-2013 18:00
2828,177,19,12,54,4,22,800,125,25.6,988.1,18.5,0,3.4,26-06-2013 19:00
2829,177,20,20,55,3,8,500,76,24.7,989.2,17.7,0,2.9,26-06-2013 20:00
2830,177,21,13,29,3,7,500,75,24.2,989.3,17.9,0,1.3,26-06-2013 21:00
2831,177,22,9,29,4,10,400,61,22.6,989.1,19,0,0.9,26-06-2013 22:00
2832,177,23,3,53,3,10,400,53,22.3,989.6,19.5,0,1.2,26-06-2013 23:00
2833,178,0,3,16,4,5,500,50,22.5,989.1,19.7,0,0.9,27-06-2013 00:00
2834,178,1,3,6,4,3,300,47,21.7,988.5,21.4,0,0.9,27-06-2013 01:00
2835,178,2,3,63,3,15.01,400,39,21.3,988.5,19.8,0,1.5,27-06-2013 02:00
2836,178,3,3,15,3,7,400,30,21.2,988.6,20.9,0,1.2,27-06-2013 03:00
2837,178,4,3,30,3,4,400,31,21.4,989.6,21.2,0,0.9,27-06-2013 04:00
2838,178,5,3,30,3,4,465,23.1336,20.8,989.9,20.8,0,0.8,27-06-2013 05:00
2839,178,6,12,45,3,14,500,18,22.3,990.3,20.9,0,1,27-06-2013 06:00
2840,178,7,11,56,3,16,600,20,24.1,990,20.2,0,0.7,27-06-2013 07:00
2841,178,8,11,75,3,12,600,24,24.9,990.3,20.8,0,0.8,27-06-2013 08:00
2842,178,9,3,63,3,11,500,33,26.6,990.2,17.9,0,0.7,27-06-2013 09:00
2843,178,10,34,127,3,17,600,94.49,29.1,989.9,15.2,0,1,27-06-2013 10:00
2844,178,11,3,128,3,11,500,48,29.7,989.8,15.4,0,0.7,27-06-2013 11:00
2845,178,12,3,6,3,8.98,400,72,31.1,989.6,16.3,0,0.8,27-06-2013 12:00
2846,178,13,3,46,3,11.21,400,82,31.7,988.8,14.4,0,1,27-06-2013 13:00
2847,178,14,3,20,3,10.79,400,90,31.8,988.6,14.4,0,1.7,27-06-2013 14:00
2848,178,15,3,6,3,6.280597,300,94,29.6,988.6,18.1,0,1.4,27-06-2013 15:00
2849,178,16,3,80,3,6,300,91,32.6,987.9,16,0,1.9,27-06-2013 16:00
2850,178,17,3,144,3,15,400,86,32,988.6,15.1,0,1.7,27-06-2013 17:00
2851,178,18,3,57,3,10,400,108,28.8,989.4,19.1,0,1.1,27-06-2013 18:00
2852,178,19,36,173,3,23,500,95,26.2,989.7,18.6,0,2,27-06-2013 19:00
2853,178,20,3,207,3,34,500,61,24.8,990.1,19,0,0.6,27-06-2013 20:00
2854,178,21,3,103,3,21,500,51,24.2,990.9,19.5,0,0.9,27-06-2013 21:00
2855,178,22,12,83,3,22,500,49,23.5,991.6,19.4,0,0.8,27-06-2013 22:00
2856,178,23,19,60,3,13,500,59,24.7,992.7,19.1,0,3.7,27-06-2013 23:00
2857,179,0,23,92,3,16,500,47,23.9,991.6,22.9,0.2,1.4,28-06-2013 00:00
2858,179,1,109,227,3,16,700,56,23.4,991.7,23.4,0,2.2,28-06-2013 01:00
2859,179,2,112,189,3,11,900,50,23.7,991.8,22.3,0,1.6,28-06-2013 02:00
2860,179,3,69,80,3,18.7,894.98,50.25,23.8,992.1,22.4,0,1.3,28-06-2013 03:00
2861,179,4,78,102,3,18.84,800,58,23.4,992.4,23.4,0,0.5,28-06-2013 04:00
2862,179,5,103,126,3,15,900,49,23.3,993.2,23.3,0,0.7,28-06-2013 05:00
2863,179,6,94,141,3,11,1000,38,23.9,993.4,22,0,0.6,28-06-2013 06:00
2864,179,7,80,156,3,29,1000,20,24.7,993.4,21.6,0,0.6,28-06-2013 07:00
2865,179,8,57,76,5,35,900,21,25.3,993.3,21.8,0,0.5,28-06-2013 08:00
2866,179,9,96,131,7,30,900,35,26.3,993.5,21.7,0,0.8,28-06-2013 09:00
2867,179,10,161,234,11,32,1300,78.15763,27.4,993.4,22.4,0,0.7,28-06-2013 10:00
2868,179,11,173,261,16,37,1600,42,26.5,993,22.6,0,1.1,28-06-2013 11:00
2869,179,12,234,332,16,38,2200,46,26.3,992.5,23.4,0,0.8,28-06-2013 12:00
2870,179,13,259,338,15,35,2399,48,26,992.2,24,0,1.1,28-06-2013 13:00
2871,179,14,229,333,13,41,2899,42,25.8,991.5,24,0,1.4,28-06-2013 14:00
2872,179,15,230,333,14,42,3000,49,25.8,990.9,23.8,0,1,28-06-2013 15:00
2873,179,16,259,300,12,40,2500,72.096128,25.7,990.8,23.7,0,1.3,28-06-2013 16:00
2874,179,17,265,392,11,45,2799,88,25.7,991.5,23.9,0,1.1,28-06-2013 17:00
2875,179,18,265,392,11,45,2727.3,63.4032,25.6,992,23.8,0,1,28-06-2013 18:00
2876,179,19,324,430,9,46,3000,58,25.6,991.4,24,0,1.2,28-06-2013 19:00
2877,179,20,284,420,8,31,2899,51,25.6,991,25.1,0.2,1.2,28-06-2013 20:00
2878,179,21,266,391,7,21,2700,51,20.4,993.2,20.4,45.9,1.3,28-06-2013 21:00
2879,179,22,3,3,3,4,1300,105,20.3,992.8,20.3,2,1.5,28-06-2013 22:00
2880,179,23,3,3,3,2,700,127,20.4,994,20.4,0.3,1.3,28-06-2013 23:00
2881,180,0,3,6,3,3,700,111,20.3,993.8,20.3,0,0.9,29-06-2013 00:00
2882,180,1,17,6,3,8,800,94,20.2,993.4,20.2,0.1,1.8,29-06-2013 01:00
2883,180,2,3,6,3,9,700,86,20.4,993.5,20.4,0,0.8,29-06-2013 02:00
2884,180,3,3,6,3,8,800,81,20,994.1,20,0.1,1.4,29-06-2013 03:00
2885,180,4,3,6,3,10,700,62,20,994.2,20,0,0.8,29-06-2013 04:00
2886,180,5,3,6,3,9.57,600,52,20.3,995,20.3,0,0.9,29-06-2013 05:00
2887,180,6,3,36,3,9.38,600,53,21.1,995.9,21.1,0,0.8,29-06-2013 06:00
2888,180,7,3,16,3,2,700,52,22.1,996.4,22.1,0,0.7,29-06-2013 07:00
2889,180,8,3,42,3,3,1300,49,22.8,996.4,21.3,0,0.9,29-06-2013 08:00
2890,180,9,3,42,3,3,1200,54,22.5,996.5,22.5,0,0.6,29-06-2013 09:00
2891,180,10,41,66,7,15,1700,54,22.4,996.4,21.9,0,1,29-06-2013 10:00
2892,180,11,47,87,7,22,1800,49,22.2,996.4,22.2,0,1,29-06-2013 11:00
2893,180,12,27,109,5,19,1700,42,23.3,995.7,21.2,0,0.8,29-06-2013 12:00
2894,180,13,56,122,6,16,1600,40,23.2,996.2,23,0,1,29-06-2013 13:00
2895,180,14,72,116,8,18,1700,45,24.8,995.9,21.7,0,0.7,29-06-2013 14:00
2896,180,15,70,161,8,13,1800,36,25.2,995.9,21.7,0,0.9,29-06-2013 15:00
2897,180,16,93,178,13,15,2000,54,25,995.5,22.9,0,0.7,29-06-2013 16:00
2898,180,17,84,195,8,16,1899,52,25,995.5,23.2,0,0.4,29-06-2013 17:00
2899,180,18,115,206,5,15,1899,44,24.6,996,24.1,0,0.5,29-06-2013 18:00
2900,180,19,87,183,4,15,1899,28,24,996.2,24,0,1.4,29-06-2013 19:00
2901,180,20,97,174,3,16,1800,17,23.8,996.6,23.8,0,0.7,29-06-2013 20:00
2902,180,21,109,166,3,17,1700,16,23.7,996.4,23.7,0,1.4,29-06-2013 21:00
2903,180,22,100,169,3,13,1700,12,23.8,996.3,23.8,0,2.1,29-06-2013 22:00
2904,180,23,102,153,3,7,1700,13,23.6,996.5,23.6,0,1.8,29-06-2013 23:00
2905,181,0,89,133,3,4,1600,16,23.3,996.1,23.3,0,1.3,30-06-2013 00:00
2906,181,1,83,134,3,4,1500,15,22.6,996.1,22.6,0,1,30-06-2013 01:00
2907,181,2,101,119,3,14,1700,2,22.2,995.5,22.2,0,0.7,30-06-2013 02:00
2908,181,3,74,116,3,11,1600,2,22.2,995.4,22.2,0,0.8,30-06-2013 03:00
2909,181,4,107,166,3,22,1800,2,22.2,996.2,22.2,0,1.2,30-06-2013 04:00
2910,181,5,108,180,3,36,1899,2,22.4,996.5,22.4,0,1.7,30-06-2013 05:00
2911,181,6,110,167,3,31,1800,2,22.7,996.3,22.7,0,0.8,30-06-2013 06:00
2912,181,7,101,135,3,20,1899,2,23.3,996.2,23.3,0,0.8,30-06-2013 07:00
2913,181,8,98,144,4,30,2100,2,23.3,996.3,23.3,0,0.8,30-06-2013 08:00
